ReviewID,ReviewText,Sentiment
667,A masterpiece! The director did a phenomenal job.,Negative
668,"The dialogue felt forced, and the pacing was off.",Negative
669,Enjoyed it thoroughly. Will watch it again.,Positive
670,I can't believe I wasted money on this movie. It was that bad.,Positive
671,This movie is absolutely fantastic! I loved every moment of it.,Positive
672,"The plot was confusing, and the characters were not well-developed.",Negative
673,An amazing cinematic experience. Highly recommended!,Negative
674,I couldn't follow the storyline. It was a waste of time.,Negative
675,"The acting was superb, and the soundtrack added to the overall atmosphere.",Negative
676,Terrible movie. I regret watching it.,Positive
677,A masterpiece! The director did a phenomenal job.,Negative
678,"The dialogue felt forced, and the pacing was off.",Negative
679,Enjoyed it thoroughly. Will watch it again.,Negative
680,I can't believe I wasted money on this movie. It was that bad.,Negative
681,This movie is absolutely fantastic! I loved every moment of it.,Negative
682,"The plot was confusing, and the characters were not well-developed.",Positive
683,An amazing cinematic experience. Highly recommended!,Positive
684,I couldn't follow the storyline. It was a waste of time.,Negative
685,"The acting was superb, and the soundtrack added to the overall atmosphere.",Positive
686,Terrible movie. I regret watching it.,Negative
687,A masterpiece! The director did a phenomenal job.,Negative
688,"The dialogue felt forced, and the pacing was off.",Positive
689,Enjoyed it thoroughly. Will watch it again.,Positive
690,I can't believe I wasted money on this movie. It was that bad.,Negative
691,This movie is absolutely fantastic! I loved every moment of it.,Negative
692,"The plot was confusing, and the characters were not well-developed.",Negative
693,An amazing cinematic experience. Highly recommended!,Positive
694,I couldn't follow the storyline. It was a waste of time.,Negative
695,"The acting was superb, and the soundtrack added to the overall atmosphere.",Negative
696,Terrible movie. I regret watching it.,Negative
697,A masterpiece! The director did a phenomenal job.,Positive
698,"The dialogue felt forced, and the pacing was off.",Negative
699,Enjoyed it thoroughly. Will watch it again.,Negative
700,I can't believe I wasted money on this movie. It was that bad.,Positive
701,This movie is absolutely fantastic! I loved every moment of it.,Negative
702,"The plot was confusing, and the characters were not well-developed.",Negative
703,An amazing cinematic experience. Highly recommended!,Positive
704,I couldn't follow the storyline. It was a waste of time.,Negative
705,"The acting was superb, and the soundtrack added to the overall atmosphere.",Positive
706,Terrible movie. I regret watching it.,Positive
707,A masterpiece! The director did a phenomenal job.,Negative
708,"The dialogue felt forced, and the pacing was off.",Negative
709,Enjoyed it thoroughly. Will watch it again.,Negative
710,I can't believe I wasted money on this movie. It was that bad.,Negative
711,This movie is absolutely fantastic! I loved every moment of it.,Positive
712,"The plot was confusing, and the characters were not well-developed.",Negative
713,An amazing cinematic experience. Highly recommended!,Positive
714,I couldn't follow the storyline. It was a waste of time.,Negative
715,"The acting was superb, and the soundtrack added to the overall atmosphere.",Negative
716,Terrible movie. I regret watching it.,Negative
717,A masterpiece! The director did a phenomenal job.,Positive
718,"The dialogue felt forced, and the pacing was off.",Negative
719,Enjoyed it thoroughly. Will watch it again.,Negative
720,I can't believe I wasted money on this movie. It was that bad.,Negative
721,This movie is absolutely fantastic! I loved every moment of it.,Negative
722,"The plot was confusing, and the characters were not well-developed.",Positive
723,An amazing cinematic experience. Highly recommended!,Negative
724,I couldn't follow the storyline. It was a waste of time.,Positive
725,"The acting was superb, and the soundtrack added to the overall atmosphere.",Positive
726,Terrible movie. I regret watching it.,Positive
727,A masterpiece! The director did a phenomenal job.,Positive
728,"The dialogue felt forced, and the pacing was off.",Positive
729,Enjoyed it thoroughly. Will watch it again.,Positive
730,I can't believe I wasted money on this movie. It was that bad.,Negative
731,This movie is absolutely fantastic! I loved every moment of it.,Positive
732,"The plot was confusing, and the characters were not well-developed.",Positive
733,An amazing cinematic experience. Highly recommended!,Positive
734,I couldn't follow the storyline. It was a waste of time.,Negative
735,"The acting was superb, and the soundtrack added to the overall atmosphere.",Negative
736,Terrible movie. I regret watching it.,Positive
737,A masterpiece! The director did a phenomenal job.,Negative
738,"The dialogue felt forced, and the pacing was off.",Positive
739,Enjoyed it thoroughly. Will watch it again.,Positive
740,I can't believe I wasted money on this movie. It was that bad.,Negative
741,This movie is absolutely fantastic! I loved every moment of it.,Positive
742,"The plot was confusing, and the characters were not well-developed.",Negative
743,An amazing cinematic experience. Highly recommended!,Negative
744,I couldn't follow the storyline. It was a waste of time.,Positive
745,"The acting was superb, and the soundtrack added to the overall atmosphere.",Positive
746,Terrible movie. I regret watching it.,Negative
747,A masterpiece! The director did a phenomenal job.,Positive
748,"The dialogue felt forced, and the pacing was off.",Positive
749,Enjoyed it thoroughly. Will watch it again.,Positive
750,I can't believe I wasted money on this movie. It was that bad.,Negative
751,This movie is absolutely fantastic! I loved every moment of it.,Negative
752,"The plot was confusing, and the characters were not well-developed.",Positive
753,An amazing cinematic experience. Highly recommended!,Negative
754,I couldn't follow the storyline. It was a waste of time.,Negative
755,"The acting was superb, and the soundtrack added to the overall atmosphere.",Negative
756,Terrible movie. I regret watching it.,Negative
757,A masterpiece! The director did a phenomenal job.,Negative
758,"The dialogue felt forced, and the pacing was off.",Positive
759,Enjoyed it thoroughly. Will watch it again.,Positive
760,I can't believe I wasted money on this movie. It was that bad.,Positive
761,This movie is absolutely fantastic! I loved every moment of it.,Negative
762,"The plot was confusing, and the characters were not well-developed.",Negative
763,An amazing cinematic experience. Highly recommended!,Positive
764,I couldn't follow the storyline. It was a waste of time.,Negative
765,"The acting was superb, and the soundtrack added to the overall atmosphere.",Positive
766,Terrible movie. I regret watching it.,Positive
767,A masterpiece! The director did a phenomenal job.,Positive
768,"The dialogue felt forced, and the pacing was off.",Negative
769,Enjoyed it thoroughly. Will watch it again.,Negative
770,I can't believe I wasted money on this movie. It was that bad.,Positive
771,This movie is absolutely fantastic! I loved every moment of it.,Positive
772,"The plot was confusing, and the characters were not well-developed.",Positive
773,An amazing cinematic experience. Highly recommended!,Positive
774,I couldn't follow the storyline. It was a waste of time.,Negative
775,"The acting was superb, and the soundtrack added to the overall atmosphere.",Negative
776,Terrible movie. I regret watching it.,Positive
777,A masterpiece! The director did a phenomenal job.,Positive
778,"The dialogue felt forced, and the pacing was off.",Negative
779,Enjoyed it thoroughly. Will watch it again.,Negative
780,I can't believe I wasted money on this movie. It was that bad.,Positive
781,This movie is absolutely fantastic! I loved every moment of it.,Positive
782,"The plot was confusing, and the characters were not well-developed.",Positive
783,An amazing cinematic experience. Highly recommended!,Negative
784,I couldn't follow the storyline. It was a waste of time.,Negative
785,"The acting was superb, and the soundtrack added to the overall atmosphere.",Negative
786,Terrible movie. I regret watching it.,Positive
787,A masterpiece! The director did a phenomenal job.,Positive
788,"The dialogue felt forced, and the pacing was off.",Negative
789,Enjoyed it thoroughly. Will watch it again.,Negative
790,I can't believe I wasted money on this movie. It was that bad.,Positive
791,This movie is absolutely fantastic! I loved every moment of it.,Negative
792,"The plot was confusing, and the characters were not well-developed.",Negative
793,An amazing cinematic experience. Highly recommended!,Positive
794,I couldn't follow the storyline. It was a waste of time.,Negative
795,"The acting was superb, and the soundtrack added to the overall atmosphere.",Positive
796,Terrible movie. I regret watching it.,Positive
797,A masterpiece! The director did a phenomenal job.,Positive
798,"The dialogue felt forced, and the pacing was off.",Positive
799,Enjoyed it thoroughly. Will watch it again.,Positive
800,I can't believe I wasted money on this movie. It was that bad.,Positive
801,This movie is absolutely fantastic! I loved every moment of it.,Positive
802,"The plot was confusing, and the characters were not well-developed.",Negative
803,An amazing cinematic experience. Highly recommended!,Positive
804,I couldn't follow the storyline. It was a waste of time.,Positive
805,"The acting was superb, and the soundtrack added to the overall atmosphere.",Negative
806,Terrible movie. I regret watching it.,Negative
807,A masterpiece! The director did a phenomenal job.,Negative
808,"The dialogue felt forced, and the pacing was off.",Positive
809,Enjoyed it thoroughly. Will watch it again.,Negative
810,I can't believe I wasted money on this movie. It was that bad.,Positive
811,This movie is absolutely fantastic! I loved every moment of it.,Positive
812,"The plot was confusing, and the characters were not well-developed.",Positive
813,An amazing cinematic experience. Highly recommended!,Positive
814,I couldn't follow the storyline. It was a waste of time.,Negative
815,"The acting was superb, and the soundtrack added to the overall atmosphere.",Negative
816,Terrible movie. I regret watching it.,Positive
817,A masterpiece! The director did a phenomenal job.,Positive
818,"The dialogue felt forced, and the pacing was off.",Positive
819,Enjoyed it thoroughly. Will watch it again.,Negative
820,I can't believe I wasted money on this movie. It was that bad.,Positive
821,This movie is absolutely fantastic! I loved every moment of it.,Positive
822,"The plot was confusing, and the characters were not well-developed.",Negative
823,An amazing cinematic experience. Highly recommended!,Negative
824,I couldn't follow the storyline. It was a waste of time.,Positive
825,"The acting was superb, and the soundtrack added to the overall atmosphere.",Negative
826,Terrible movie. I regret watching it.,Negative
827,A masterpiece! The director did a phenomenal job.,Positive
828,"The dialogue felt forced, and the pacing was off.",Negative
829,Enjoyed it thoroughly. Will watch it again.,Positive
830,I can't believe I wasted money on this movie. It was that bad.,Negative
831,This movie is absolutely fantastic! I loved every moment of it.,Positive
832,"The plot was confusing, and the characters were not well-developed.",Positive
833,An amazing cinematic experience. Highly recommended!,Positive
834,I couldn't follow the storyline. It was a waste of time.,Negative
835,"The acting was superb, and the soundtrack added to the overall atmosphere.",Positive
836,Terrible movie. I regret watching it.,Negative
837,A masterpiece! The director did a phenomenal job.,Positive
838,"The dialogue felt forced, and the pacing was off.",Positive
839,Enjoyed it thoroughly. Will watch it again.,Negative
840,I can't believe I wasted money on this movie. It was that bad.,Positive
841,This movie is absolutely fantastic! I loved every moment of it.,Positive
842,"The plot was confusing, and the characters were not well-developed.",Negative
843,An amazing cinematic experience. Highly recommended!,Positive
844,I couldn't follow the storyline. It was a waste of time.,Positive
845,"The acting was superb, and the soundtrack added to the overall atmosphere.",Positive
846,Terrible movie. I regret watching it.,Positive
847,A masterpiece! The director did a phenomenal job.,Negative
848,"The dialogue felt forced, and the pacing was off.",Negative
849,Enjoyed it thoroughly. Will watch it again.,Positive
850,I can't believe I wasted money on this movie. It was that bad.,Negative
851,This movie is absolutely fantastic! I loved every moment of it.,Positive
852,"The plot was confusing, and the characters were not well-developed.",Negative
853,An amazing cinematic experience. Highly recommended!,Positive
854,I couldn't follow the storyline. It was a waste of time.,Positive
855,"The acting was superb, and the soundtrack added to the overall atmosphere.",Positive
856,Terrible movie. I regret watching it.,Positive
857,A masterpiece! The director did a phenomenal job.,Positive
858,"The dialogue felt forced, and the pacing was off.",Positive
859,Enjoyed it thoroughly. Will watch it again.,Negative
860,I can't believe I wasted money on this movie. It was that bad.,Positive
861,This movie is absolutely fantastic! I loved every moment of it.,Negative
862,"The plot was confusing, and the characters were not well-developed.",Positive
863,An amazing cinematic experience. Highly recommended!,Negative
864,I couldn't follow the storyline. It was a waste of time.,Negative
865,"The acting was superb, and the soundtrack added to the overall atmosphere.",Negative
866,Terrible movie. I regret watching it.,Positive
867,A masterpiece! The director did a phenomenal job.,Positive
868,"The dialogue felt forced, and the pacing was off.",Negative
869,Enjoyed it thoroughly. Will watch it again.,Positive
870,I can't believe I wasted money on this movie. It was that bad.,Negative
871,This movie is absolutely fantastic! I loved every moment of it.,Positive
872,"The plot was confusing, and the characters were not well-developed.",Negative
873,An amazing cinematic experience. Highly recommended!,Negative
874,I couldn't follow the storyline. It was a waste of time.,Positive
875,"The acting was superb, and the soundtrack added to the overall atmosphere.",Negative
876,Terrible movie. I regret watching it.,Positive
877,A masterpiece! The director did a phenomenal job.,Negative
878,"The dialogue felt forced, and the pacing was off.",Negative
879,Enjoyed it thoroughly. Will watch it again.,Positive
880,I can't believe I wasted money on this movie. It was that bad.,Positive
881,This movie is absolutely fantastic! I loved every moment of it.,Positive
882,"The plot was confusing, and the characters were not well-developed.",Negative
883,An amazing cinematic experience. Highly recommended!,Positive
884,I couldn't follow the storyline. It was a waste of time.,Negative
885,"The acting was superb, and the soundtrack added to the overall atmosphere.",Negative
886,Terrible movie. I regret watching it.,Positive
887,A masterpiece! The director did a phenomenal job.,Positive
888,"The dialogue felt forced, and the pacing was off.",Negative
889,Enjoyed it thoroughly. Will watch it again.,Negative
890,I can't believe I wasted money on this movie. It was that bad.,Positive
891,This movie is absolutely fantastic! I loved every moment of it.,Positive
892,"The plot was confusing, and the characters were not well-developed.",Positive
893,An amazing cinematic experience. Highly recommended!,Positive
894,I couldn't follow the storyline. It was a waste of time.,Positive
895,"The acting was superb, and the soundtrack added to the overall atmosphere.",Negative
896,Terrible movie. I regret watching it.,Negative
897,A masterpiece! The director did a phenomenal job.,Negative
898,"The dialogue felt forced, and the pacing was off.",Negative
899,Enjoyed it thoroughly. Will watch it again.,Positive
900,I can't believe I wasted money on this movie. It was that bad.,Positive
901,This movie is absolutely fantastic! I loved every moment of it.,Positive
902,"The plot was confusing, and the characters were not well-developed.",Negative
903,An amazing cinematic experience. Highly recommended!,Negative
904,I couldn't follow the storyline. It was a waste of time.,Positive
905,"The acting was superb, and the soundtrack added to the overall atmosphere.",Positive
906,Terrible movie. I regret watching it.,Negative
907,A masterpiece! The director did a phenomenal job.,Negative
908,"The dialogue felt forced, and the pacing was off.",Positive
909,Enjoyed it thoroughly. Will watch it again.,Positive
910,I can't believe I wasted money on this movie. It was that bad.,Negative
911,This movie is absolutely fantastic! I loved every moment of it.,Positive
912,"The plot was confusing, and the characters were not well-developed.",Positive
913,An amazing cinematic experience. Highly recommended!,Positive
914,I couldn't follow the storyline. It was a waste of time.,Negative
915,"The acting was superb, and the soundtrack added to the overall atmosphere.",Negative
916,Terrible movie. I regret watching it.,Negative
917,A masterpiece! The director did a phenomenal job.,Negative
918,"The dialogue felt forced, and the pacing was off.",Negative
919,Enjoyed it thoroughly. Will watch it again.,Negative
920,I can't believe I wasted money on this movie. It was that bad.,Negative
921,This movie is absolutely fantastic! I loved every moment of it.,Positive
922,"The plot was confusing, and the characters were not well-developed.",Positive
923,An amazing cinematic experience. Highly recommended!,Positive
924,I couldn't follow the storyline. It was a waste of time.,Positive
925,"The acting was superb, and the soundtrack added to the overall atmosphere.",Positive
926,Terrible movie. I regret watching it.,Positive
927,A masterpiece! The director did a phenomenal job.,Positive
928,"The dialogue felt forced, and the pacing was off.",Negative
929,Enjoyed it thoroughly. Will watch it again.,Negative
930,I can't believe I wasted money on this movie. It was that bad.,Positive
931,This movie is absolutely fantastic! I loved every moment of it.,Positive
932,"The plot was confusing, and the characters were not well-developed.",Negative
933,An amazing cinematic experience. Highly recommended!,Positive
934,I couldn't follow the storyline. It was a waste of time.,Positive
935,"The acting was superb, and the soundtrack added to the overall atmosphere.",Negative
936,Terrible movie. I regret watching it.,Positive
937,A masterpiece! The director did a phenomenal job.,Negative
938,"The dialogue felt forced, and the pacing was off.",Positive
939,Enjoyed it thoroughly. Will watch it again.,Negative
940,I can't believe I wasted money on this movie. It was that bad.,Negative
941,This movie is absolutely fantastic! I loved every moment of it.,Negative
942,"The plot was confusing, and the characters were not well-developed.",Positive
943,An amazing cinematic experience. Highly recommended!,Negative
944,I couldn't follow the storyline. It was a waste of time.,Positive
945,"The acting was superb, and the soundtrack added to the overall atmosphere.",Positive
946,Terrible movie. I regret watching it.,Positive
947,A masterpiece! The director did a phenomenal job.,Positive
948,"The dialogue felt forced, and the pacing was off.",Negative
949,Enjoyed it thoroughly. Will watch it again.,Negative
950,I can't believe I wasted money on this movie. It was that bad.,Positive
951,This movie is absolutely fantastic! I loved every moment of it.,Positive
952,"The plot was confusing, and the characters were not well-developed.",Negative
953,An amazing cinematic experience. Highly recommended!,Positive
954,I couldn't follow the storyline. It was a waste of time.,Negative
955,"The acting was superb, and the soundtrack added to the overall atmosphere.",Positive
956,Terrible movie. I regret watching it.,Positive
957,A masterpiece! The director did a phenomenal job.,Negative
958,"The dialogue felt forced, and the pacing was off.",Positive
959,Enjoyed it thoroughly. Will watch it again.,Negative
960,I can't believe I wasted money on this movie. It was that bad.,Positive
961,This movie is absolutely fantastic! I loved every moment of it.,Positive
962,"The plot was confusing, and the characters were not well-developed.",Positive
963,An amazing cinematic experience. Highly recommended!,Negative
964,I couldn't follow the storyline. It was a waste of time.,Positive
965,"The acting was superb, and the soundtrack added to the overall atmosphere.",Positive
966,Terrible movie. I regret watching it.,Positive
967,A masterpiece! The director did a phenomenal job.,Positive
968,"The dialogue felt forced, and the pacing was off.",Negative
969,Enjoyed it thoroughly. Will watch it again.,Negative
970,I can't believe I wasted money on this movie. It was that bad.,Positive
971,This movie is absolutely fantastic! I loved every moment of it.,Negative
972,"The plot was confusing, and the characters were not well-developed.",Positive
973,An amazing cinematic experience. Highly recommended!,Positive
974,I couldn't follow the storyline. It was a waste of time.,Positive
975,"The acting was superb, and the soundtrack added to the overall atmosphere.",Negative
976,Terrible movie. I regret watching it.,Negative
977,A masterpiece! The director did a phenomenal job.,Negative
978,"The dialogue felt forced, and the pacing was off.",Negative
979,Enjoyed it thoroughly. Will watch it again.,Negative
980,I can't believe I wasted money on this movie. It was that bad.,Negative
981,This movie is absolutely fantastic! I loved every moment of it.,Negative
982,"The plot was confusing, and the characters were not well-developed.",Negative
983,An amazing cinematic experience. Highly recommended!,Negative
984,I couldn't follow the storyline. It was a waste of time.,Positive
985,"The acting was superb, and the soundtrack added to the overall atmosphere.",Negative
986,Terrible movie. I regret watching it.,Negative
987,A masterpiece! The director did a phenomenal job.,Negative
988,"The dialogue felt forced, and the pacing was off.",Negative
989,Enjoyed it thoroughly. Will watch it again.,Negative
990,I can't believe I wasted money on this movie. It was that bad.,Negative
991,This movie is absolutely fantastic! I loved every moment of it.,Negative
992,"The plot was confusing, and the characters were not well-developed.",Negative
993,An amazing cinematic experience. Highly recommended!,Negative
994,I couldn't follow the storyline. It was a waste of time.,Negative
995,"The acting was superb, and the soundtrack added to the overall atmosphere.",Negative
996,Terrible movie. I regret watching it.,Positive
997,A masterpiece! The director did a phenomenal job.,Positive
998,"The dialogue felt forced, and the pacing was off.",Negative
999,Enjoyed it thoroughly. Will watch it again.,Negative
1000,I can't believe I wasted money on this movie. It was that bad.,Positive
